index,sessionid,tablaid,utalasid,kezdes,befejezes,tipp,tipp1,tipp2,tipp3,tipp4,tipp5,tipp6,tipp7,tipp8,tipp9,tipp10,tipp11,tipp12
502,8FA5D605CB28580D6C2591C8C78185EC,26,2,2021-11-13 16:58:14.751,2021-11-13 16:59:08.289,5,harang,kocka,szív,macska,csavar,,,,,,,
503,8FA5D605CB28580D6C2591C8C78185EC,54,1,2021-11-13 16:59:16.711,2021-11-13 16:59:48.607,4,koporsó,ügyvéd,lélek,homok,,,,,,,,
504,8FA5D605CB28580D6C2591C8C78185EC,34,2,2021-11-13 17:00:09.1,2021-11-13 17:01:12.649,5,zseni,torta,tüdő,csokoládé,robot,,,,,,,
505,8FA5D605CB28580D6C2591C8C78185EC,15,0,2021-11-13 17:01:19.506,2021-11-13 17:02:22.078,7,kölyök,tanár,torta,kocka,kritikus,kenyér,mese,,,,,
506,8FA5D605CB28580D6C2591C8C78185EC,24,0,2021-11-13 17:02:24.154,2021-11-13 17:03:25.666,6,kölyök,zebra,ordít,lélek,kártya,boszorkány,,,,,,
507,8FA5D605CB28580D6C2591C8C78185EC,87,8,2021-11-13 17:03:32.569,2021-11-13 17:04:09.29,4,kutya,rendőr,sötét,csatorna,,,,,,,,
508,5D217EAA4BE314121F5AF87D3157FCD9,29,0,2021-11-13 17:09:51.285,2021-11-13 17:10:49.38,5,alak,kerek,királynő,amazon,cipő,,,,,,,
509,2346A931EE1943C2579BC96B799DB8B2,92,8,2021-11-13 17:11:49.617,2021-11-13 17:12:10.913,3,kocka,fűszer,villa,,,,,,,,,
510,2346A931EE1943C2579BC96B799DB8B2,45,0,2021-11-13 17:12:14.926,2021-11-13 17:13:32.311,7,homok,vonal,szám,hullám,szakasz,bálna,hatalom,,,,,
511,2346A931EE1943C2579BC96B799DB8B2,90,1,2021-11-13 17:13:36.758,2021-11-13 17:14:13.907,2,csatorna,amazon,,,,,,,,,,
512,5D217EAA4BE314121F5AF87D3157FCD9,77,5,2021-11-13 17:13:54.548,2021-11-13 17:16:42.622,3,árnyék,kritikus,boszorkány,,,,,,,,,
513,2346A931EE1943C2579BC96B799DB8B2,56,2,2021-11-13 17:14:15.359,2021-11-13 17:14:31.55,3,egyenes,sárkány,bika,,,,,,,,,
514,13FA66F60ACF213D1C90A06B88F655CB,39,8,2021-11-13 19:28:56.43,2021-11-13 19:29:54.694,5,pohár,vonal,háború,rendőr,csirke,,,,,,,
515,13FA66F60ACF213D1C90A06B88F655CB,82,1,2021-11-13 19:30:02.57,2021-11-13 19:30:37.617,2,szél,éjszaka,,,,,,,,,,
516,81A3656803E5E2FD408096A82A496C12,69,1,2021-11-13 22:26:16.08,2021-11-13 22:27:18.374,2,park,sivatag,,,,,,,,,,
517,81A3656803E5E2FD408096A82A496C12,13,7,2021-11-13 22:27:28.152,2021-11-13 22:28:09.287,2,nővér,csempész,,,,,,,,,,
518,81A3656803E5E2FD408096A82A496C12,93,8,2021-11-13 22:28:19.577,2021-11-13 22:29:18.144,3,király,kalóz,tolvaj,,,,,,,,,
519,81A3656803E5E2FD408096A82A496C12,52,5,2021-11-13 22:29:45.906,2021-11-13 22:30:46.483,3,koncert,betegség,szín,,,,,,,,,
